# BUSCO version is: 5.8.2 
# The lineage dataset is: lepidoptera_odb10 (Creation date: 2024-01-08, number of genomes: 16, number of BUSCOs: 5286)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
123at7088	Complete	SUPER_37	2597290	2631906	+	3616.7	1813	https://v10-1.orthodb.org/?query=123at7088	DNA-directed DNA polymerase, family B, exonuclease domain
126at7088	Complete	SUPER_19	5197768	5119365	-	3566.5	1807	https://v10-1.orthodb.org/?query=126at7088	Phosphatidylinositol 3-/4-kinase, catalytic domain
127at7088	Complete	SUPER_62	1835456	1912443	+	4125.8	2437	https://v10-1.orthodb.org/?query=127at7088	Bromo adjacent homology (BAH) domain
128at7088	Complete	SUPER_40	235414	181268	-	5025.0	3193	https://v10-1.orthodb.org/?query=128at7088	Vacuolar protein sorting-associated protein 13, N-terminal domain
133at7088	Complete	SUPER_47	3934546	3985668	+	1888.4	1287	https://v10-1.orthodb.org/?query=133at7088	Glycoside hydrolase family 18, catalytic domain
136at7088	Complete	SUPER_109	2899177	2831030	-	3475.0	1998	https://v10-1.orthodb.org/?query=136at7088	Piezo domain
137at7088	Complete	SUPER_14	782548	716385	-	3071.9	1922	https://v10-1.orthodb.org/?query=137at7088	Protein kinase domain
138at7088	Complete	SUPER_35	3815665	3804946	-	2676.0	1939	https://v10-1.orthodb.org/?query=138at7088	Calponin homology domain
139at7088	Complete	SUPER_10	1851243	1894572	+	4103.0	2211	https://v10-1.orthodb.org/?query=139at7088	Pecanex, C-terminal
140at7088	Complete	SUPER_26	2667415	2925659	+	3584.4	2063	https://v10-1.orthodb.org/?query=140at7088	Gelsolin-like domain
145at7088	Complete	SUPER_37	222767	261378	+	3201.9	1590	https://v10-1.orthodb.org/?query=145at7088	Sodium channel protein
148at7088	Complete	SUPER_57	792819	838484	+	2860.5	1599	https://v10-1.orthodb.org/?query=148at7088	PDZ domain
155at7088	Complete	SUPER_90	2581568	2606332	+	3984.1	2193	https://v10-1.orthodb.org/?query=155at7088	Adenomatous polyposis coli protein repeat
158at7088	Complete	SUPER_15	2437218	2595027	+	2382.5	1151	https://v10-1.orthodb.org/?query=158at7088	Sodium channel protein
159at7088	Complete	SUPER_12	5441312	5481889	+	3571.9	1978	https://v10-1.orthodb.org/?query=159at7088	FYVE zinc finger
160at7088	Complete	SUPER_58	1062148	1176274	+	3167.4	1627	https://v10-1.orthodb.org/?query=160at7088	Pleckstrin homology domain
163at7088	Complete	SUPER_36	3055811	3031522	-	2875.9	1559	https://v10-1.orthodb.org/?query=163at7088	Low-density lipoprotein (LDL) receptor class A repeat
173at7088	Complete	SUPER_25	4349613	4392698	+	3000.9	1443	https://v10-1.orthodb.org/?query=173at7088	Clathrin, heavy chain, linker, core motif
177at7088	Complete	SUPER_45	718208	608975	-	3285.4	1738	https://v10-1.orthodb.org/?query=177at7088	Ion transport domain
179at7088	Complete	SUPER_13	3866241	3803570	-	2741.8	1298	https://v10-1.orthodb.org/?query=179at7088	Ankyrin repeat
183at7088	Complete	SUPER_81	1874478	1923428	+	3424.6	1890	https://v10-1.orthodb.org/?query=183at7088	Ankyrin repeat
184at7088	Complete	SUPER_78	2926885	2890472	-	3078.7	1699	https://v10-1.orthodb.org/?query=184at7088	Cadherin-like
186at7088	Complete	SUPER_40	4296361	4268830	-	3791.8	2038	https://v10-1.orthodb.org/?query=186at7088	Zinc finger, PHD-finger
190at7088	Complete	SUPER_22	1889360	1946036	+	2693.3	1370	https://v10-1.orthodb.org/?query=190at7088	WD40 repeat
193at7088	Complete	SUPER_66	3068163	3061650	-	3373.6	1532	https://v10-1.orthodb.org/?query=193at7088	Sec7, C-terminal
196at7088	Complete	SUPER_71	765445	811734	+	2959.4	1613	https://v10-1.orthodb.org/?query=196at7088	Cadherin-like
200at7088	Complete	SUPER_32	3865119	3746360	-	3181.5	1904	https://v10-1.orthodb.org/?query=200at7088	protein unc-79 homolog
201at7088	Complete	SUPER_44	2751549	2729199	-	2948.9	1469	https://v10-1.orthodb.org/?query=201at7088	Thioredoxin domain
204at7088	Complete	SUPER_73	3600852	3607562	+	2446.8	1388	https://v10-1.orthodb.org/?query=204at7088	Zinc finger C2H2-type
206at7088	Complete	SUPER_52	2348084	2669016	+	3504.2	1895	https://v10-1.orthodb.org/?query=206at7088	Calponin homology domain
207at7088	Complete	SUPER_49	3458182	3430722	-	3050.5	1698	https://v10-1.orthodb.org/?query=207at7088	WD40 repeat
208at7088	Complete	SUPER_99	1540007	1565155	+	2608.3	1380	https://v10-1.orthodb.org/?query=208at7088	Ras GTPase-activating domain
210at7088	Complete	SUPER_41	3502843	3512057	+	3722.8	1573	https://v10-1.orthodb.org/?query=210at7088	RNA polymerase Rpb1, domain 5
211at7088	Complete	SUPER_104	812510	784883	-	2824.8	1647	https://v10-1.orthodb.org/?query=211at7088	Spatacsin, C-terminal domain
212at7088	Complete	SUPER_Z	706121	732982	+	2740.1	1428	https://v10-1.orthodb.org/?query=212at7088	Laminin EGF domain
215at7088	Complete	SUPER_60	3608336	3645125	+	3262.7	1716	https://v10-1.orthodb.org/?query=215at7088	Sec7, C-terminal
220at7088	Complete	SUPER_9	3606209	3572650	-	2602.9	1257	https://v10-1.orthodb.org/?query=220at7088	Ferric reductase, NAD binding domain
231at7088	Complete	SUPER_16	3494773	3470433	-	3689.3	2299	https://v10-1.orthodb.org/?query=231at7088	Pleckstrin homology domain
232at7088	Complete	SUPER_99	2013234	2039376	+	3053.2	1567	https://v10-1.orthodb.org/?query=232at7088	Sister chromatid cohesion C-terminal domain
235at7088	Complete	SUPER_1	1777476	1789029	+	2835.2	1816	https://v10-1.orthodb.org/?query=235at7088	BP28, C-terminal domain
236at7088	Complete	SUPER_24	3801265	3785872	-	2580.7	1473	https://v10-1.orthodb.org/?query=236at7088	Nucleoporin Nup188
242at7088	Complete	SUPER_79	3616261	3662553	+	2887.1	1657	https://v10-1.orthodb.org/?query=242at7088	Proteasome component Ecm29
246at7088	Complete	SUPER_46	3809639	3695079	-	1679.1	952	https://v10-1.orthodb.org/?query=246at7088	TRPM, tetramerisation domain
248at7088	Complete	SUPER_82	3649251	3592338	-	2979.5	1594	https://v10-1.orthodb.org/?query=248at7088	Ras-associating (RA) domain
250at7088	Complete	SUPER_16	1650318	1576490	-	2600.9	1221	https://v10-1.orthodb.org/?query=250at7088	Cadherin, cytoplasmic domain
251at7088	Complete	SUPER_67	1702999	1686819	-	3104.2	1970	https://v10-1.orthodb.org/?query=251at7088	Ran binding domain
254at7088	Complete	SUPER_40	4064299	4089007	+	3240.2	1550	https://v10-1.orthodb.org/?query=254at7088	Helicase/UvrB, N-terminal
258at7088	Complete	SUPER_17	1290863	1224824	-	3041.7	1820	https://v10-1.orthodb.org/?query=258at7088	uncharacterized protein LOC106107457
259at7088	Complete	SUPER_22	4115795	4063928	-	2560.0	1340	https://v10-1.orthodb.org/?query=259at7088	uncharacterized protein LOC106138037
263at7088	Complete	SUPER_81	598700	554848	-	2524.1	1384	https://v10-1.orthodb.org/?query=263at7088	High mobility group box domain
266at7088	Complete	SUPER_Z	1564569	1654423	+	2949.2	1360	https://v10-1.orthodb.org/?query=266at7088	AMP-dependent synthetase/ligase
270at7088	Complete	SUPER_Z	10821703	10796408	-	3034.1	2076	https://v10-1.orthodb.org/?query=270at7088	Zinc finger, PHD-finger
271at7088	Complete	SUPER_26	3330990	3352922	+	2777.9	1430	https://v10-1.orthodb.org/?query=271at7088	Protein FAM135
273at7088	Complete	SUPER_90	3130904	3098500	-	1693.7	1249	https://v10-1.orthodb.org/?query=273at7088	Cadherin-like
274at7088	Complete	SUPER_21	3653744	3647878	-	2635.5	1408	https://v10-1.orthodb.org/?query=274at7088	RNA polymerase Rpb1, domain 3
278at7088	Complete	SUPER_82	76351	69206	-	2255.2	1498	https://v10-1.orthodb.org/?query=278at7088	uncharacterized protein LOC106099798
281at7088	Complete	SUPER_4	902172	891845	-	2309.8	1241	https://v10-1.orthodb.org/?query=281at7088	Zinc finger C2H2-type
288at7088	Complete	SUPER_17	2209703	2097668	-	2959.6	1824	https://v10-1.orthodb.org/?query=288at7088	Dbl homology (DH) domain
296at7088	Complete	SUPER_Z	10578601	10587643	+	1946.0	1325	https://v10-1.orthodb.org/?query=296at7088	Sperm-associated antigen 17
302at7088	Complete	SUPER_22	2142481	2178946	+	2265.2	1151	https://v10-1.orthodb.org/?query=302at7088	Calcium-dependent secretion activator domain
303at7088	Complete	SUPER_73	138150	108816	-	2959.7	2233	https://v10-1.orthodb.org/?query=303at7088	Phosphatidylinositol 3-/4-kinase, catalytic domain
307at7088	Complete	SUPER_108	1957364	1921129	-	2500.9	1364	https://v10-1.orthodb.org/?query=307at7088	Cadherin-like
311at7088	Complete	SUPER_30	4218710	4196109	-	2336.0	1387	https://v10-1.orthodb.org/?query=311at7088	Gamma tubulin complex component, C-terminal
315at7088	Complete	SUPER_30	3443015	3454765	+	2652.0	1357	https://v10-1.orthodb.org/?query=315at7088	Leucine-rich repeat
316at7088	Complete	SUPER_36	3233570	3249246	+	3040.3	2219	https://v10-1.orthodb.org/?query=316at7088	protein lava lamp-like
318at7088	Complete	SUPER_71	213305	182322	-	2870.0	1479	https://v10-1.orthodb.org/?query=318at7088	Cadherin-like
321at7088	Complete	SUPER_Z	6959205	6948562	-	1929.6	1288	https://v10-1.orthodb.org/?query=321at7088	uncharacterized protein LOC101746166
322at7088	Complete	SUPER_90	2973530	2958289	-	1596.9	1099	https://v10-1.orthodb.org/?query=322at7088	Zinc finger C2H2-type
324at7088	Complete	SUPER_41	2111684	2134588	+	2451.4	1180	https://v10-1.orthodb.org/?query=324at7088	Protein kinase domain
325at7088	Complete	SUPER_26	1335812	1314354	-	2392.7	1397	https://v10-1.orthodb.org/?query=325at7088	Virilizer, N-terminal
326at7088	Complete	SUPER_1	616114	586253	-	2415.2	1372	https://v10-1.orthodb.org/?query=326at7088	HEAT repeat
327at7088	Complete	SUPER_49	2730459	2787417	+	2368.7	1735	https://v10-1.orthodb.org/?query=327at7088	Serine-threonine/tyrosine-protein kinase, catalytic domain
328at7088	Complete	SUPER_95	101198	107999	+	2570.2	1607	https://v10-1.orthodb.org/?query=328at7088	Nucleolar pre-ribosomal-associated protein 1, C-terminal domain
332at7088	Complete	SUPER_99	1170083	1147389	-	2687.4	1381	https://v10-1.orthodb.org/?query=332at7088	Helicase/UvrB, N-terminal
335at7088	Complete	SUPER_80	3164393	3170979	+	1985.4	1157	https://v10-1.orthodb.org/?query=335at7088	PTP type protein phosphatase
338at7088	Complete	SUPER_27	406775	359591	-	2917.6	1486	https://v10-1.orthodb.org/?query=338at7088	Bromodomain
340at7088	Complete	SUPER_10	2046376	2026153	-	2587.2	1662	https://v10-1.orthodb.org/?query=340at7088	LOC101738347
342at7088	Complete	SUPER_76	902883	879242	-	2786.9	1660	https://v10-1.orthodb.org/?query=342at7088	Zinc finger, PHD-finger
345at7088	Complete	SUPER_50	3744309	3657395	-	2581.4	1506	https://v10-1.orthodb.org/?query=345at7088	Active zone protein ELKS
350at7088	Complete	SUPER_99	2080098	2084679	+	2145.7	1111	https://v10-1.orthodb.org/?query=350at7088	Beta-propeller repeat TECPR
353at7088	Complete	SUPER_3	1963394	1904751	-	2385.6	1286	https://v10-1.orthodb.org/?query=353at7088	Rho GTPase-activating protein domain
354at7088	Complete	SUPER_39	3222940	3219185	-	2422.7	1102	https://v10-1.orthodb.org/?query=354at7088	Leucine-rich repeat
355at7088	Complete	SUPER_30	2497478	2527096	+	2141.5	1102	https://v10-1.orthodb.org/?query=355at7088	Ankyrin repeat
356at7088	Complete	SUPER_7	5901190	5867302	-	2489.7	1383	https://v10-1.orthodb.org/?query=356at7088	uncharacterized protein LOC111355965
357at7088	Complete	SUPER_23	617390	591388	-	1758.7	946	https://v10-1.orthodb.org/?query=357at7088	Superoxide dismutase, copper/zinc binding domain
360at7088	Complete	SUPER_Z	14378655	14459984	+	2154.6	1049	https://v10-1.orthodb.org/?query=360at7088	Potassium channel domain
363at7088	Complete	SUPER_103	60671	54453	-	2567.6	1609	https://v10-1.orthodb.org/?query=363at7088	Tetratricopeptide repeat
366at7088	Complete	SUPER_1	4704734	4730023	+	3182.6	1778	https://v10-1.orthodb.org/?query=366at7088	Nucleoprotein TPR/MLP1
367at7088	Complete	SUPER_110	2122844	2214451	+	2879.0	1538	https://v10-1.orthodb.org/?query=367at7088	C2 domain
375at7088	Complete	SUPER_39	4525471	4557133	+	1599.7	1191	https://v10-1.orthodb.org/?query=375at7088	CARD domain
380at7088	Complete	SUPER_20	1667080	1721145	+	2113.8	1150	https://v10-1.orthodb.org/?query=380at7088	ATPase, dynein-related, AAA domain
382at7088	Complete	SUPER_95	604962	621817	+	1716.3	1124	https://v10-1.orthodb.org/?query=382at7088	Histone acetyltransferase domain, MYST-type
383at7088	Complete	SUPER_99	2101712	2086872	-	2505.6	1141	https://v10-1.orthodb.org/?query=383at7088	Splicing factor 3B subunit 1
384at7088	Complete	SUPER_41	757989	763897	+	2227.9	1396	https://v10-1.orthodb.org/?query=384at7088	RZZ complex, subunit KNTC1/ROD, C-terminal
385at7088	Complete	SUPER_12	4193182	4155621	-	2635.0	1626	https://v10-1.orthodb.org/?query=385at7088	Proteasome activator Blm10, mid region
386at7088	Complete	SUPER_28	1371403	1363315	-	2371.0	1103	https://v10-1.orthodb.org/?query=386at7088	Cleavage/polyadenylation specificity factor, A subunit, C-terminal
389at7088	Complete	SUPER_Z	18178783	18207860	+	1963.1	1012	https://v10-1.orthodb.org/?query=389at7088	Mediator complex, subunit Med23
391at7088	Complete	SUPER_Z	16129810	16180483	+	1925.9	1108	https://v10-1.orthodb.org/?query=391at7088	Sterol-sensing domain
392at7088	Complete	SUPER_67	1821753	1784036	-	2189.7	1276	https://v10-1.orthodb.org/?query=392at7088	UDP-glucose:Glycoprotein Glucosyltransferase
393at7088	Complete	SUPER_62	682786	751650	+	2394.3	1317	https://v10-1.orthodb.org/?query=393at7088	dDENN domain
394at7088	Complete	SUPER_33	2945160	2965676	+	2885.9	1497	https://v10-1.orthodb.org/?query=394at7088	RUN domain
396at7088	Complete	SUPER_81	1791159	1773656	-	1861.0	1127	https://v10-1.orthodb.org/?query=396at7088	Rab3-GAP regulatory subunit, N-terminal
401at7088	Complete	SUPER_77	3841066	3803200	-	2257.5	1048	https://v10-1.orthodb.org/?query=401at7088	Protein kinase domain
408at7088	Complete	SUPER_70	25976	33389	+	2313.5	1338	https://v10-1.orthodb.org/?query=408at7088	Zinc finger C2H2-type
412at7088	Complete	SUPER_29	4294415	4356058	+	2409.3	1368	https://v10-1.orthodb.org/?query=412at7088	Pleckstrin homology domain
417at7088	Complete	SUPER_12	4224365	4197046	-	1811.1	1014	https://v10-1.orthodb.org/?query=417at7088	Helicase, C-terminal
420at7088	Complete	SUPER_5	4291196	4398264	+	2273.7	1227	https://v10-1.orthodb.org/?query=420at7088	Dbl homology (DH) domain
427at7088	Complete	SUPER_17	394378	468246	+	2111.5	1312	https://v10-1.orthodb.org/?query=427at7088	Ankyrin repeat
429at7088	Complete	SUPER_111	2431033	2413109	-	2479.4	1350	https://v10-1.orthodb.org/?query=429at7088	WW domain
430at7088	Complete	SUPER_7	2903229	2917001	+	2250.9	1156	https://v10-1.orthodb.org/?query=430at7088	Leucine-rich repeat
434at7088	Complete	SUPER_59	915464	905525	-	2384.5	1224	https://v10-1.orthodb.org/?query=434at7088	DNA-directed DNA polymerase, family B, exonuclease domain
437at7088	Complete	SUPER_94	1359529	1379671	+	1818.3	962	https://v10-1.orthodb.org/?query=437at7088	sister chromatid cohesion protein PDS5 homolog B
443at7088	Complete	SUPER_105	1105518	1121039	+	2250.3	1157	https://v10-1.orthodb.org/?query=443at7088	Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead
445at7088	Complete	SUPER_66	1183331	1161501	-	2365.9	1295	https://v10-1.orthodb.org/?query=445at7088	Protein kinase domain
450at7088	Complete	SUPER_59	2655773	2645505	-	2059.9	1249	https://v10-1.orthodb.org/?query=450at7088	Zinc finger C2H2-type
455at7088	Complete	SUPER_109	2825111	2828635	+	2694.3	1120	https://v10-1.orthodb.org/?query=455at7088	RNA polymerase Rpb2, domain 2
456at7088	Complete	SUPER_39	3706945	3710964	+	2382.8	1185	https://v10-1.orthodb.org/?query=456at7088	Leucine-rich repeat
458at7088	Complete	SUPER_94	2180922	2093787	-	2528.6	1411	https://v10-1.orthodb.org/?query=458at7088	Ion transport domain
461at7088	Complete	SUPER_29	1096687	1146790	+	2141.6	1090	https://v10-1.orthodb.org/?query=461at7088	Histidine phosphatase superfamily, clade-2
464at7088	Missing
467at7088	Complete	SUPER_21	4932948	4975660	+	2194.3	1150	https://v10-1.orthodb.org/?query=467at7088	PurM-like, C-terminal domain
468at7088	Complete	SUPER_28	2877803	2814620	-	2625.1	1401	https://v10-1.orthodb.org/?query=468at7088	Dbl homology (DH) domain
478at7088	Complete	SUPER_106	2464131	2398388	-	2218.2	1258	https://v10-1.orthodb.org/?query=478at7088	PDZ domain
479at7088	Complete	SUPER_16	2386050	2360962	-	2181.7	1319	https://v10-1.orthodb.org/?query=479at7088	Adenylyl cyclase class-3/4/guanylyl cyclase
481at7088	Complete	SUPER_8	5228756	5200353	-	2095.8	1114	https://v10-1.orthodb.org/?query=481at7088	PurM-like, C-terminal domain
486at7088	Complete	SUPER_9	2192662	2214912	+	2539.9	1195	https://v10-1.orthodb.org/?query=486at7088	DNA topoisomerase, type IIA, subunit A/C-terminal
488at7088	Complete	SUPER_42	3484516	3614306	+	1642.6	1077	https://v10-1.orthodb.org/?query=488at7088	Ankyrin repeat
489at7088	Complete	SUPER_94	2005686	2024680	+	2633.9	2539	https://v10-1.orthodb.org/?query=489at7088	Zinc finger C2H2 superfamily
490at7088	Complete	SUPER_104	2633985	2702800	+	1561.9	1097	https://v10-1.orthodb.org/?query=490at7088	CLIP1, zinc knuckle
492at7088	Complete	SUPER_57	3802225	3606016	-	1653.1	925	https://v10-1.orthodb.org/?query=492at7088	Rho GTPase-activating protein domain
494at7088	Complete	SUPER_66	1757052	1815766	+	2549.9	1628	https://v10-1.orthodb.org/?query=494at7088	PWWP domain
495at7088	Complete	SUPER_1	3096951	3106737	+	2505.9	1288	https://v10-1.orthodb.org/?query=495at7088	Protein kinase domain
496at7088	Complete	SUPER_17	5011561	4868581	-	1670.2	1075	https://v10-1.orthodb.org/?query=496at7088	Immunoglobulin
498at7088	Complete	SUPER_54	2656232	2646618	-	2020.9	1017	https://v10-1.orthodb.org/?query=498at7088	Aminoacyl-tRNA synthetase, class Ia
499at7088	Complete	SUPER_99	2912689	2903063	-	1799.2	866	https://v10-1.orthodb.org/?query=499at7088	RNA polymerase Rpb2, domain 2
504at7088	Complete	SUPER_8	5160559	5176933	+	2050.2	1223	https://v10-1.orthodb.org/?query=504at7088	Rab-GTPase-TBC domain
505at7088	Complete	SUPER_35	1448817	1459824	+	2271.7	1191	https://v10-1.orthodb.org/?query=505at7088	WD40/YVTN repeat-like-containing domain superfamily
506at7088	Complete	SUPER_Z	1253352	1313112	+	1865.8	918	https://v10-1.orthodb.org/?query=506at7088	Ankyrin repeat
509at7088	Complete	SUPER_39	2708768	2704938	-	2111.8	1058	https://v10-1.orthodb.org/?query=509at7088	Leucine-rich repeat
